gene	log2(fold_change)	p_value
AU041133	0.335623	0.36075
Yipf3	-0.165204	0.36075
Tprg	0.46039	0.3608
Arf6	0.163318	0.36095
Srcrb4d	0.431062	0.36105
Sat2	-0.310743	0.3611
Meis1	0.170219	0.3614
Erlin1	0.19199	0.3615
Rplp0	0.192168	0.3615
Foxo1	-0.160592	0.36155
Kdm8	0.331617	0.3618
Cul4b	0.163489	0.36215
Sc4mol	-0.160576	0.36215
Sox12	0.189401	0.3623
5031439G07Rik	0.163171	0.36235
Oxtr	-0.165094	0.36235
Ube2l6	0.243444	0.3624
Xrn2	0.161236	0.36255
Kdelc1	0.172948	0.3626
Kif1b	0.158408	0.36265
Mob3c	0.257469	0.36275
Gpr149	-0.396135	0.36295
Adi1	0.182302	0.36305
Mgat4a	-0.266193	0.3631
Dhx15	0.159221	0.3632
Podxl2	-0.188124	0.3632
Msh6	0.341544	0.36335
Nxph4	-0.274964	0.3636
Nudt5	0.190162	0.36365
H2afx	0.197598	0.36375
Hspa1b	0.225451	0.36375
Nr1h2	-0.161197	0.36395
Loxl4	-0.188872	0.364
Cd63	0.171965	0.3641
Tbc1d12	-0.203925	0.3642
Adamts12	0.171826	0.36425
Thap2	0.24264	0.36425
Cenpq	0.265844	0.3645
Atf7ip	0.171681	0.3646
Dnajc12	-0.428831	0.36465
St3gal6	0.609091	0.3647
Zfp26	0.189445	0.3649
Plce1	-0.300878	0.36515
Bard1	0.328715	0.3653
Gulp1	0.167703	0.3653
Mettl18	-0.359231	0.36535
Tmem26	0.300986	0.3654
Mdk	0.166252	0.36545
Hypk	0.168956	0.36565
Sod1	0.157831	0.36565
Usp37	0.381347	0.3657
3830408C21Rik	-0.5123	0.3659
Morf4l2	0.166151	0.3659
Bbs5	-0.233689	0.36605
Exoc2	-0.159357	0.36615
Il1rn	-0.519068	0.36615
Atp6ap2	0.161481	0.3662
Ddx18	0.167597	0.3662
Paxip1	0.171774	0.36655
Mthfsd	-0.196357	0.36675
Ptprs	0.160964	0.36675
Rprl3	1.38317	0.36675
Cd80	-0.397448	0.3669
Zcrb1	-0.181255	0.36705
Mycbp2	0.162131	0.3671
Rps6ka3	0.168619	0.3672
Crkl	0.170273	0.36725
Qpctl	-0.204505	0.36725
Dsn1	0.244009	0.3673
Tmem151a	-0.23533	0.36745
Rps7	0.167841	0.3675
Dicer1	0.166762	0.36755
Atp6v0a1	-0.164295	0.3677
2810047C21Rik1	0.323673	0.36775
Plscr1	0.182632	0.36775
Ssb	0.158299	0.3679
Pnpla2	-0.169714	0.36795
Sumo1	0.162198	0.36795
1700120K04Rik	0.768927	0.36815
Sec61a2	0.189531	0.3682
Pom121	0.179464	0.3683
Ska2	0.201629	0.3688
Usp49	0.242491	0.36885
Clcn4-2	-0.159465	0.3689
Apol9b	-0.596302	0.36895
D17Ertd648e	1.00917	0.36895
Lhpp	-0.261208	0.36915
Nme5	-0.638546	0.36915
Asic1	-0.302289	0.36935
Erv3	-0.357357	0.36935
Mapk12	0.26655	0.3694
Anks6	0.260339	0.3695
Sac3d1	-0.229562	0.36975
Slc2a8	-0.208933	0.36975
Wapal	0.159633	0.36985
Lnpep	-0.16417	0.3699
Zfp1	0.250554	0.37
Mrps34	-0.189598	0.3702
Ecscr	0.206245	0.37045
Mdm2	-0.157708	0.37045
2310061I04Rik	-0.228093	0.3707
Mccc2	-0.199811	0.3707
Dctd	0.215783	0.37085
Liph	-0.482846	0.37085
Arf4	0.162392	0.3709
Ndufab1	-0.171418	0.371
Arl10	-0.254799	0.37135
Mill2	-0.351922	0.3714
Serpinb2	0.494843	0.3715
Tmem201	0.192169	0.3718
Magi1	-0.195304	0.3719
Col4a4	-0.247564	0.372
Pde9a	-0.343084	0.37205
Nrip1	0.184501	0.3721
Rtn4rl1	-0.463806	0.3721
Spg20	0.16541	0.3721
1700052K11Rik	-0.206243	0.37215
Dvl2	0.178448	0.37215
Nrg1	-0.190414	0.37235
Zfp579	-0.22364	0.37235
Ino80	0.170298	0.3724
Slc25a46	-0.161389	0.3724
Tgs1	0.183384	0.37245
Fnbp1l	0.17388	0.37285
H3f3a	0.158506	0.373
Cfb	-0.432247	0.37325
Pbx4	-0.575834	0.37325
Ezr	0.182739	0.3733
Cmas	-0.173542	0.37335
Sf1	0.157072	0.37335
Kpna3	0.159465	0.37345
Ralb	0.162562	0.37385
Gpr180	0.178175	0.374
Selk	0.157963	0.37405
Crebl2	-0.205219	0.3741
Gigyf2	0.160283	0.3741
Cyth2	-0.162787	0.3742
Nanp	0.236051	0.3743
Dpysl3	-0.153943	0.37445
Chd1	0.160699	0.3748
Frs3	-0.298811	0.3749
Pde4d	0.24176	0.375
Myl9	-0.191227	0.37525
Tmem66	-0.157861	0.37545
Meaf6	0.254085	0.37565
Polr3c	0.189123	0.37575
2210039B01Rik	-0.444493	0.37595
Cnpy4	0.170497	0.37615
Gfod1	0.236586	0.37625
Zfp292	0.176293	0.3763
Herc6	-0.240855	0.37645
Hmgb3	0.197662	0.3765
Ddx11	0.264712	0.37655
Smc5	0.160312	0.3766
Proser1	0.197943	0.3767
Rps16	0.160372	0.3768
Slc19a3	-0.495923	0.3768
Slc36a4	0.204982	0.37685
Tpgs1	-0.189804	0.37695
Cdc42	0.158777	0.37715
Morf4l1	0.154303	0.37715
Pomt1	-0.274616	0.37735
Snora70	0.84736	0.3775
Psmb7	0.156013	0.37765
Scarf2	-0.155979	0.37765
Pla2g16	-0.189969	0.37785
Gfra4	0.272159	0.3779
Agbl3	0.395706	0.37795
Fbxo33	-0.183471	0.37805
Sertad1	-0.177292	0.3782
9130019O22Rik	0.271808	0.3785
Dhx38	0.166797	0.37855
Prl2c2	0.438504	0.37855
Slc25a44	0.168014	0.3786
Oxa1l	0.175133	0.3788
Ccnl1	0.174092	0.37895
Ddx21	0.156056	0.37895
Fignl1	0.250616	0.3791
Bcas2	0.169734	0.37915
4921508A21Rik	-0.519843	0.3792
Zfp939	-0.361162	0.3794
Xk	-0.248498	0.37945
Rhpn1	-0.421595	0.37965
Slc25a13	0.230217	0.3798
Wdr59	0.191918	0.3799
A330035P11Rik	-0.422952	0.3801
Pkia	0.157775	0.38015
Arhgef18	-0.159129	0.3802
Tcea1	0.154642	0.38025
Pnpla6	-0.1832	0.3803
Ust	-0.237061	0.3803
Pcdhga2	-1.83146	0.3805
Hmga1	0.269085	0.38075
Gm13375	-0.282748	0.38085
Zfp740	0.158212	0.3809
1700102H20Rik	-1.50076	0.381
Gipc2	0.354504	0.38105
Kbtbd8	-0.463844	0.3811
Fosb	-0.277081	0.38115
Kng2	-0.463634	0.38115
Frat1	-0.506337	0.38135
Drap1	0.155422	0.3815
Prss23	-0.188852	0.3817
Popdc3	0.400258	0.3818
Dbndd2	-0.17656	0.38185
Naa15	0.154876	0.38185
Rbm19	0.1807	0.3819
Il17rd	0.206719	0.38195
Med26	0.216068	0.3821
Ocrl	-0.16057	0.3821
Igsf10	0.290694	0.3822
Pts	-0.227179	0.3822
Tm7sf2	-0.408283	0.3822
Tspan17	-0.176956	0.3822
Fhl1	-0.167902	0.38235
Ccdc106	0.290773	0.3824
Gm13152	0.9316	0.3824
Pak4	0.212587	0.3824
Snx30	0.16128	0.3824
Gm266	0.367162	0.38255
Ubtd1	-0.171418	0.38265
Maf	0.165863	0.3827
Brd7	0.164872	0.38275
Tril	-0.176147	0.38295
Ppp3ca	0.161646	0.38315
Slc12a5	-0.373964	0.38315
2610002J02Rik	0.199585	0.3832
Hinfp	0.242348	0.38325
Uspl1	0.168612	0.3833
Zc3h13	0.164881	0.38335
Dlst	0.152471	0.3836
Pithd1	0.209633	0.3836
Gng7	-0.21246	0.38365
Rbm4	0.218318	0.3837
Prkca	0.167636	0.3838
Wdr75	0.15821	0.38405
Hoxa13	-0.2702	0.38415
Pmaip1	0.214063	0.38415
Pprc1	0.158573	0.38425
Rpia	0.245164	0.3843
Herc3	-0.17761	0.38435
Dennd2a	-0.156877	0.38455
Heatr5a	0.158799	0.38455
4930404N11Rik	-0.564114	0.3848
Gon4l	0.253691	0.38495
Mical3	-0.177435	0.38505
Ipo5	0.155201	0.38555
Ahr	-0.242778	0.3857
Stoml2	0.171658	0.38575
Ift80	0.195204	0.38585
Wibg	0.199858	0.38595
Tk2	-0.182674	0.38605
Ddx60	-0.425048	0.38615
Tmem8b	-0.214048	0.38615
Vgll3	-0.15329	0.38615
Acad9	0.175632	0.38625
Cntnap1	-0.218874	0.3863
Psmd4	0.151128	0.38635
Trim34b	-0.492604	0.3865
Zfp346	0.171798	0.3865
Chd4	0.153312	0.38655
Prrc2c	0.152857	0.3866
Slc9a3r2	0.177806	0.3866
Mxd4	0.173355	0.38665
Shank1	-0.388963	0.38665
Prss57	-0.205276	0.3868
Fzd4	-0.349939	0.3869
Tbc1d14	0.163207	0.38705
Ppp2r5d	0.199823	0.3872
Slc12a6	-0.212453	0.3872
AA474331	-0.383087	0.38725
Ntrk2	0.155635	0.3873
Frem1	0.241672	0.38745
Nek9	-0.152323	0.3875
Evi2a	-2.8639	0.38755
Lphn2	0.186116	0.38755
Snhg12	0.20588	0.38755
Sephs1	0.163045	0.3877
Strip1	0.157671	0.3879
Rilpl2	0.208376	0.388
Gdf15	0.326391	0.38805
Lrpprc	0.161784	0.38805
Txlna	0.154541	0.38805
Nipbl	0.153789	0.38815
Tdrkh	-0.3609	0.38835
Reep5	-0.149915	0.3885
Med30	-0.211595	0.38855
G0s2	-0.412546	0.38865
Ogn	-0.20205	0.38865
Trnp1	-0.318572	0.38865
Ddx58	-0.176258	0.38875
Mta2	0.150699	0.38875
Col5a3	0.179401	0.38885
Prkcb	0.218869	0.3889
Tet3	0.165453	0.3891
Mustn1	-0.175618	0.38925
8430419L09Rik	-0.250443	0.3893
B630019K06Rik	-0.347665	0.38945
Dbpht2	0.331982	0.3895
Asah2	-0.172865	0.38965
Snx12	0.173543	0.3897
Lrrc16b	-0.440036	0.38975
Rbpms	-0.170097	0.3898
Bmp8b	-0.460673	0.38995
Mapk8	0.171504	0.39005
Tmem82	0.519007	0.3901
Rbl1	0.211335	0.3903
Atp2a3	0.247522	0.39055
Lat2	-0.431293	0.3906
Prmt1	0.149656	0.3907
Mzt1	0.162705	0.3908
Rpl7a	0.16137	0.3908
Cdv3	0.151908	0.3909
Ifi205	-0.482172	0.391
Abhd10	0.275395	0.39105
Uba7	-0.310375	0.3911
Gas2l1	-0.16285	0.39115
Klhl24	0.151696	0.39125
Snora52	0.0629573	0.39125
Zdhhc14	-0.16682	0.3916
Cyb561d1	-0.277973	0.3917
Mapk14	0.154654	0.39175
Hoxc5	-0.450436	0.39185
Loxl3	-0.201148	0.392
Pdlim2	0.154494	0.39205
Zbtb7c	-0.384052	0.3921
Ahcyl1	0.146907	0.3925
Cnbp	0.150597	0.3925
Rfesd	-0.246411	0.39255
Nfix	0.151832	0.3926
Bin1	0.152945	0.3929
Cpne2	-0.175945	0.3929
Vwa5a	-0.150572	0.3929
Cops5	0.151565	0.39305
Cln5	0.165387	0.39325
Ubash3b	-0.427755	0.3933
Pofut1	-0.15321	0.39345
Zfp595	-0.260079	0.39345
6720489N17Rik	0.344255	0.3935
Cstf1	0.170639	0.39355
Polr2j	0.176409	0.3936
Fam3c	-0.160386	0.39375
Rbbp5	0.169999	0.39395
Smtnl2	-0.451541	0.39395
Xpo5	0.153417	0.394
Il6	-0.436045	0.3942
Tgfbr2	0.153881	0.39455
Lasp1	0.149236	0.39465
Tmem14a	-0.230989	0.39485
Cpeb3	-0.294066	0.3949
Psmc2	0.148656	0.3949
Klrg2	-0.394021	0.39505
1110037F02Rik	0.152722	0.39525
Slc19a2	-0.169885	0.39535
Myef2	0.157211	0.3955
Fam173a	-0.186503	0.39555
Nedd8	0.154112	0.3956
Tmem204	-1.00122	0.3956
Spats2l	-0.195132	0.39565
Calr	0.162427	0.39575
Cldn15	0.29969	0.3959
Tjp2	-0.163131	0.3959
Ipo4	0.149973	0.39595
Amigo1	-0.258796	0.39615
Pabpc4	0.152754	0.3962
Adam1a	0.464079	0.39625
Nrde2	0.215165	0.3963
Atp13a2	0.167137	0.3964
Polr3b	0.177211	0.3965
Hspa12b	0.203317	0.3966
Gtse1	0.194098	0.3967
9330151L19Rik	-0.32163	0.3968
Lap3	0.152239	0.39725
Pign	0.158079	0.39735
C1rl	-0.217548	0.39755
Zfp707	-0.244504	0.3976
Fam193b	-0.170773	0.3978
4933408J17Rik	-0.877621	0.39805
Nkx3-2	-0.413201	0.39805
Ankrd13d	-0.227447	0.3981
Snora2b	1.1262	0.39845
D330050I16Rik	-0.767582	0.3985
Sema6d	0.198803	0.3985
Chic1	-0.197179	0.39865
Sec11c	-0.190066	0.39895
Fzd3	-0.226043	0.39925
Ide	-0.14977	0.3993
Mrs2	-0.192473	0.3995
Stt3a	0.149853	0.3995
Ddhd1	-0.174441	0.39965
Scamp5	-0.172844	0.39965
Jsrp1	0.368612	0.3998
Rbm26	0.184015	0.39985
4933404O12Rik	0.230777	0.40005
Tnfaip6	0.343579	0.40005
Gdpd1	-0.196503	0.4003
Cnot6	0.154425	0.4005
Kitl	-0.232758	0.4005
Xkr5	0.309163	0.40065
Mrps22	-0.187024	0.4007
Clasrp	-0.172176	0.40075
Dkc1	0.298612	0.40075
Rasgrp3	-0.290314	0.40095
Ubc	0.148872	0.401
Eif4g1	0.157161	0.40105
Cherp	0.156566	0.4011
Tmem259	-0.147424	0.40115
AI506816	0.205874	0.4013
Cplx2	0.15468	0.4014
Grem2	-0.147182	0.4014
Fxr1	0.159297	0.40145
Gkap1	-0.17246	0.40155
Rab7l1	-0.21669	0.4016
Ccdc58	0.208453	0.4019
Rbm11	-0.390606	0.40195
Vwa9	0.158918	0.402
Bclaf1	0.146921	0.40215
Bcl7c	0.202059	0.4023
Mzt2	0.215992	0.4023
Rad51ap1	0.295161	0.4023
Hadh	0.155403	0.4024
Rps4y2	-0.918497	0.40245
Gm6548	-0.211391	0.40255
Ccpg1	-0.163858	0.4026
Pi4kb	0.184167	0.40265
Uevld	-0.163556	0.4027
B9d1	0.22898	0.40285
Fam193a	0.162322	0.40285
Gm5088	0.365299	0.40295
Loxl1	0.149363	0.403
Gins2	0.288793	0.4032
Ahcy	0.146773	0.40335
Col12a1	-0.208003	0.40335
Gcnt1	0.428594	0.4034
Mfge8	-0.156595	0.40345
Pex6	-0.173232	0.40345
Eng	-0.164111	0.4035
Aplp1	-0.160035	0.40395
Pa2g4	0.146861	0.40405
3010026O09Rik	-0.347478	0.4042
Egfr	-0.153897	0.4042
Atraid	-0.164665	0.40425
Prpf40a	0.147957	0.4043
Rhbdd2	-0.185034	0.4047
Rpl7	0.161532	0.4049
Ovgp1	0.392535	0.40495
Tex30	0.249243	0.4051
Tbc1d2b	0.151687	0.40545
5430435G22Rik	-0.16733	0.40555
Zswim1	-0.201227	0.4056
Hn1l	0.157149	0.40565
Tuba1a	0.150153	0.4058
Pot1b	0.250601	0.40585
Vdac2	0.148417	0.40605
Zfp791	0.369737	0.40625
Dvl1	0.152633	0.40635
Rpa1	0.151178	0.40635
Ankrd44	-0.14481	0.4064
Ms4a4d	-0.238974	0.4064
Ndrg2	0.145644	0.4064
Ankrd55	0.372565	0.40645
N4bp2	0.206272	0.40655
Arhgap27	-0.203429	0.40665
Col23a1	-0.316574	0.40665
Exoc7	-0.159425	0.40695
Acox3	-0.168599	0.407
Dmd	-0.147916	0.4071
Fam135a	0.163491	0.4071
Unc119	-0.184604	0.4071
Smndc1	0.158305	0.4072
Ar	0.190011	0.40725
Ctsb	0.169884	0.4074
Cnot2	0.156854	0.4075
Mphosph6	0.191161	0.40755
Gpsm1	0.217287	0.4076
Tagln3	0.522544	0.4076
Ythdc1	0.153419	0.4076
Dio3os	-0.481126	0.40765
Fubp3	0.147402	0.4077
Zfp382	0.264834	0.4078
Bcdin3d	-0.32895	0.408
Inpp5k	-0.166215	0.408
Cyld	-0.159005	0.40815
Alg14	0.186753	0.40825
Hnrnpa2b1	0.168325	0.40825
Rpl36	0.143519	0.40835
Ctcf	0.149976	0.40845
Hnrnph2	0.14794	0.4085
Klhl30	-0.154576	0.4085
Taf11	0.17071	0.40865
Polr2d	0.167141	0.4088
Ccdc97	-0.155698	0.4089
Gmeb1	0.179964	0.40905
Prtn3	0.386044	0.40905
Rps6	0.153271	0.4091
Stard13	-0.145986	0.4092
Mxra7	-0.155657	0.4093
Sar1b	-0.151595	0.40945
Treml1	-0.452379	0.40945
4933421O10Rik	-0.318583	0.4095
Ear11	-0.49829	0.4097
Plekhg1	-0.248042	0.4099
Fbxo17	0.207552	0.40995
Ltbp3	-0.158474	0.41015
Ddx39b	0.141894	0.41025
Zfp518b	0.167921	0.41025
Kif26b	-0.149625	0.4104
Acot6	-0.323481	0.41045
Dync1i1	0.497602	0.41045
A330069E16Rik	0.5217	0.41055
Fam221a	0.430875	0.4108
Rtel1	0.178602	0.4109
Aplp2	-0.144834	0.41115
Pex26	-0.211029	0.4112
Lrrc8d	-0.161	0.41125
Pagr1a	0.175412	0.41125
Zfand1	-0.192366	0.4113
C77370	0.255433	0.4114
Helq	0.225971	0.41145
Ccdc137	-0.173883	0.41155
Sytl4	-0.314959	0.41155
Eif6	0.146733	0.4116
C2cd5	0.249778	0.4117
Papola	0.144887	0.4118
Orc1	0.283947	0.41195
Hoxc9	-0.410851	0.4121
Nsmce1	0.160329	0.4121
Mknk2	0.146375	0.4122
Prdm15	0.203337	0.4122
Habp4	-0.166028	0.4123
Vti1b	-0.148597	0.41235
Fam195a	-0.247374	0.41245
Lyst	-0.170337	0.4127
Slc25a35	-0.415329	0.4128
Lrrc51	-0.311929	0.41285
Mrps12	-0.172929	0.41285
Zfp599	-0.429119	0.4129
Agpat9	-0.321499	0.41305
Mapre2	-0.153039	0.41315
C530044C16Rik	-0.601735	0.4134
Xrcc4	-0.216615	0.4134
Galnt12	0.356009	0.41345
Zrsr1	-0.251164	0.4136
Relb	-0.191719	0.41365
Tnnc1	-0.404488	0.41365
Stip1	0.144907	0.41375
Eri1	0.169064	0.4138
Rps6ka1	0.32851	0.41405
Acat1	0.14798	0.4141
Cep76	0.178759	0.41415
Itfg2	0.193352	0.41415
Eogt	-0.155105	0.41425
Crebbp	0.161197	0.4143
Smarcb1	0.14974	0.4143
Plvap	0.451006	0.41435
Lsm5	0.228985	0.4144
Vangl2	0.23089	0.41445
Gjb2	-0.499881	0.41465
Slk	0.144208	0.41475
9130024F11Rik	0.453742	0.41485
Whamm	-0.194149	0.4149
Mb21d2	0.151586	0.415
Tmem141	-0.221956	0.4151
Eif4e2	0.151275	0.41515
Cdc40	0.161496	0.4153
Cox5a	-0.144082	0.41535
Aagab	-0.156479	0.4154
Jazf1	-0.212315	0.4154
Map3k8	-0.246143	0.41545
Amn1	-0.216974	0.41555
Cmtm6	-0.144656	0.41555
Wdr6	-0.149556	0.41555
Cops8	0.147821	0.4156
Polr3a	0.173815	0.4156
Cbfa2t2	0.158868	0.41575
Gria3	-0.15224	0.41575
Nfatc4	0.1465	0.41585
Inadl	-0.181602	0.4159
Mrpl33	-0.152116	0.41605
Fbxl20	-0.14507	0.4161
Hoxc12	0.399537	0.4161
Fbxo41	-0.373513	0.41615
Slc10a7	0.178001	0.4162
Hyls1	0.374741	0.41625
Tnc	-0.151749	0.41635
Tuba1c	0.15014	0.41645
Arid3b	-0.332502	0.41665
Mir1907	-0.604101	0.41675
Optn	-0.186873	0.41675
Arhgap10	0.148076	0.41695
Raet1e	0.258382	0.41705
Lclat1	-0.141628	0.4171
Wdr13	-0.148771	0.4171
A930004D18Rik	0.28706	0.41715
Nmt2	0.183306	0.41715
Zfp384	0.153635	0.41725
Sclt1	0.228989	0.41735
Ewsr1	0.143271	0.4174
Ngrn	-0.164822	0.4175
Rexo4	0.157283	0.4175
Vav2	0.180162	0.41755
Klf15	-0.222761	0.4176
Zbtb5	0.217694	0.41765
Ube2s	0.144794	0.41775
Adamtsl4	0.255488	0.4178
Mmp11	-0.141941	0.4178
Phactr4	0.167803	0.4178
Grhl1	-0.409496	0.4179
Asna1	0.147017	0.418
Zfp184	0.289834	0.41805
Garnl3	-0.261869	0.41815
Zc3hc1	0.172202	0.41815
Ache	-0.447681	0.41825
Tram2	0.188806	0.4184
Wscd2	-0.382848	0.41845
Slfn9	0.242264	0.4185
Chpf2	-0.141781	0.4186
Atp1a2	0.330585	0.41865
Phkb	-0.155179	0.41875
Ddx27	0.14689	0.4189
Amdhd2	0.179832	0.41895
Zfc3h1	-0.142271	0.41895
Acot7	0.146823	0.419
Pisd-ps2	-0.195284	0.41915
Prkd3	0.143614	0.41915
LOC100504703	-0.43572	0.4192
Socs2	-0.142358	0.41925
Haus4	0.198895	0.4193
Zfp36l1	0.143882	0.4193
Lsm6	0.181933	0.41945
Brd4	0.146833	0.4195
Cadm4	0.152181	0.4195
Cxxc1	0.149212	0.41955
Znhit6	0.152837	0.41965
R3hcc1	0.166122	0.41975
Trib3	-0.160986	0.4198
Ccdc122	-0.18811	0.41985
Odf2l	0.197497	0.4199
Inip	0.183442	0.41995
Tmem258	0.150221	0.42
Nras	0.149159	0.42005
Prex2	0.194797	0.42015
Tbkbp1	-0.308737	0.4203
Foxp4	-0.147489	0.42065
Prpf38b	0.147249	0.42065
Hist2h3c2	-0.357649	0.42085
Prrt2	0.185099	0.4209
Rcbtb1	0.155114	0.4209
Pip5k1b	-0.775929	0.421
Smim1	0.181791	0.421
Acss3	-0.417856	0.42115
Dmap1	0.190039	0.4216
Rbm15b	0.153681	0.4216
St6galnac4	0.155093	0.4216
Emg1	0.203324	0.42165
Atl2	-0.140782	0.4217
2310010J17Rik	-0.53314	0.42175
Med7	-0.164626	0.42195
Cbx7	-0.220508	0.42215
Fkbp3	0.194421	0.42215
Parp8	0.158153	0.4222
Rpl37	0.137863	0.4222
Atp11a	-0.143551	0.42225
Dnajc18	-0.157932	0.42225
Fam115c	-0.157335	0.4226
Fam184a	-0.432139	0.4226
Heatr3	0.147286	0.42285
Ppap2a	-0.147589	0.4229
Smim14	-0.141563	0.423
Paf1	-0.143715	0.4231
Zfp410	0.153397	0.42315
Mbnl1	-0.144168	0.42345
Noxo1	-0.383177	0.42345
Khk	-0.227709	0.4235
Prps1	0.16934	0.42355
Mtus2	-0.167235	0.4236
Ccdc117	0.167839	0.42375
Map2k1	-0.140366	0.42395
Sirt5	-0.250313	0.42395
Ythdf2	0.150186	0.42395
Ptbp3	0.141594	0.4241
Wdr41	-0.164315	0.4247
Bax	-0.143156	0.4248
Dnaja1	0.158849	0.42505
Rnf4	0.139403	0.42505
Klhl3	-0.403523	0.4253
Tarsl2	-0.205874	0.4253
Tnfrsf4	0.55494	0.42535
Cacul1	-0.141937	0.4254
Dtd2	-0.209244	0.42545
Bcl6b	0.379166	0.4255
Rpl41	0.147	0.4258
Taf9	0.142205	0.4258
Hmgcl	0.179627	0.4259
Cdc42se1	0.168545	0.42595
Cpq	-0.144578	0.42595
Ddi2	0.163983	0.426
Tmod2	-0.263783	0.426
Rnf145	-0.141201	0.42615
Pmepa1	-0.142021	0.4262
Ccdc107	-0.165214	0.4263
Masp1	-0.246384	0.4263
4930556M19Rik	-0.384033	0.42635
BC100451	-0.319135	0.4264
Nxt2	-0.171487	0.42665
Setd2	0.142554	0.42665
Noc4l	0.170718	0.4267
Smim13	-0.157701	0.4267
Ccl17	-0.512908	0.42675
Cep152	0.24084	0.42685
Taf8	0.189818	0.42705
Kctd13	-0.194568	0.4271
Nxn	-0.140123	0.42715
Tmem222	0.14511	0.42715
Kcnn1	-0.295711	0.42725
Smim8	-0.218809	0.4273
Casp6	0.171602	0.4274
Ppp1r15b	0.144163	0.4274
Eri3	0.148349	0.4275
Ccdc81	-0.339672	0.42755
Gm684	-0.327497	0.42755
Hoxc11	-0.364265	0.4276
Sfxn4	-0.321773	0.4277
Usf1	0.156051	0.4277
Camta2	-0.158721	0.42775
Park2	-0.485877	0.42775
1190005I06Rik	0.476672	0.42785
Odc1	0.140785	0.4279
Gml	-0.463439	0.42795
0610007P14Rik	0.158358	0.42815
Med9	-0.186249	0.42815
Peg12	-0.324512	0.4283
Nqo1	-0.208352	0.42845
Alkbh6	-0.200942	0.42865
Sorbs3	0.150921	0.4287
Kctd20	0.145442	0.4288
Fahd1	-0.225512	0.4289
Hnrpdl	0.14182	0.42895
Cox20	-0.181999	0.429
Negr1	0.160917	0.4291
Csgalnact2	-0.151304	0.42935
Rasa3	-0.141758	0.42935
Fut10	0.210188	0.42945
Msl3l2	0.294057	0.42945
Npm1	0.150035	0.42945
Ranbp1	0.141899	0.42945
Shisa5	-0.135239	0.4295
Prdx6	0.139718	0.4296
Syf2	0.150061	0.42965
Optc	-0.386671	0.42975
Tulp1	-0.508184	0.4299
Cep164	-0.151821	0.42995
Rpn1	0.138756	0.43
Cp	0.776659	0.43005
Trp53	0.1399	0.43005
Slc16a12	-0.208214	0.4301
Rdm1	-0.237334	0.43015
Surf6	0.162144	0.4303
Msrb3	-0.142087	0.43035
1700001L05Rik	-0.272173	0.43045
Bcl2l15	-0.481442	0.43055
Ccdc86	-0.152113	0.4307
Fkbp2	0.174945	0.4307
Plp2	0.149775	0.4307
Mob3a	-0.143673	0.43085
Fkbp14	-0.141863	0.43095
Igsf3	0.184068	0.43115
Ntmt1	0.149815	0.43125
Pknox1	0.179728	0.43125
Syt5	-0.502619	0.43135
Dhdh	-0.249637	0.4314
Fzd7	-0.138239	0.4315
2210013O21Rik	0.158835	0.43155
Folr2	-0.449948	0.43155
Cml1	-0.40863	0.43195
Mpv17l	-0.219112	0.432
Ccdc71l	-0.157753	0.4321
Zfp442	0.261074	0.4322
Prr7	-0.264897	0.43225
Rab15	0.206782	0.4323
Zmat4	0.232736	0.4325
2310002L09Rik	-0.505931	0.43255
Smarcd3	-0.154314	0.43255
Smg7	0.144771	0.4327
Siah2	0.197415	0.43275
Sardh	0.147882	0.4328
Ets2	0.144256	0.4329
Apol9a	-0.435882	0.43295
Ror1	0.209984	0.433
Fbxo42	0.152563	0.43305
Ptpdc1	-0.172676	0.4331
D4Wsu53e	-0.140999	0.4333
Cald1	-0.182926	0.4335
Dpy19l3	-0.158887	0.4335
Ash1l	0.142037	0.43375
Polr1c	0.155823	0.43375
E230016M11Rik	-0.340921	0.43385
Etnk1	-0.139739	0.43385
Hyi	-0.292326	0.4339
Mrps28	0.184451	0.43395
Ptrf	-0.142277	0.43395
Zfp36	-0.157793	0.43395
Chfr	0.153095	0.43405
Wiz	0.143886	0.43405
Dok5	-0.2853	0.4341
Aldoa	0.155127	0.4342
Myo9a	0.146264	0.4343
Hyal1	-0.182413	0.4344
Dennd6a	0.158748	0.43445
Kbtbd7	0.213608	0.43455
Polr3g	0.249977	0.4347
Tmem135	-0.172065	0.43485
Pcnp	0.138055	0.43505
Mll5	0.190814	0.4351
Itsn1	0.138474	0.43515
Dad1	0.141579	0.4352
Prr5l	0.209356	0.4352
Zfp558	-0.270958	0.4352
Ostf1	-0.140929	0.43525
Golph3	-0.136997	0.43545
Lpar1	-0.137509	0.43545
Dnajc1	-0.162619	0.43555
Mlst8	0.186224	0.43555
Alg6	0.234391	0.4357
4930427A07Rik	0.249818	0.4358
Caprin2	-0.224527	0.4358
Hebp2	-0.182353	0.4358
Il13ra1	0.146737	0.4359
Galnt11	-0.15709	0.43605
Herc2	-0.138033	0.4362
Nup214	0.147241	0.4363
Fbxo9	-0.164711	0.4366
Zfp41	0.204147	0.4366
Rps6kl1	-0.320027	0.43665
Sprr2g	-0.520029	0.43675
Rptor	-0.146789	0.43685
Eif2b4	0.165941	0.437
Rnf185	-0.142908	0.43705
Rnf123	-0.185773	0.4371
Ankrd52	0.137556	0.43725
Tcea3	-0.231022	0.43735
Mpg	-0.216925	0.43745
